	country	lineage	drug	strain	date	MDR
370	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4650	7.60516537682	1
371	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4717	23.2886362504	1
372	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4715	8.97371096901	1
373	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4713	17.3414314023	1
374	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4710	11.6345953769	1
375	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3963	24.4138334694	1
376	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru2949	4.370452973430001	1
377	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru2919	24.1030398222	1
378	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru2942	24.031011956700002	1
379	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru2946	1.26516197876	1
380	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5083	7.60516537682	1
381	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5087	2.3708786598500002	1
382	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5086	24.1080168518	1
383	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3024	0.72428151471	1
384	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3027	4.370452973430001	1
385	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3029	7.92397998881	1
386	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4976	11.6345953769	1
387	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4975	21.5957708998	1
388	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4970	1.8185124749200001	1
389	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5156	24.4138334694	1
390	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5155	8.90043813205	1
391	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5154	8.93975855163	1
392	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5153	11.0468327338	1
393	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5152	2.3238833688	1
394	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4979	5.7727623084	1
395	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5017	2.17484778096	1
396	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5014	8.97371096901	1
397	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5015	17.1939719131	1
398	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5012	1.31980080898	1
399	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5013	7.140680226719999	1
400	Peru	lineage4	RIFAMPICIN/RIFABUTIN	SAMEA3558187	21.6539310981	1
401	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5019	35.2842012933	1
402	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3292	33.3937837161	1
403	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3291	3.5809062283199995	1
404	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3297	3.23288444052	1
405	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3298	22.6233745264	1
406	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3052	21.926662593099998	1
407	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3054	3.5809062283199995	1
408	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3055	6.515149087519999	1
409	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3056	11.0668526105	1
410	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru2951	25.435683990999998	1
411	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4305	7.5329032976	1
412	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4306	21.926662593099998	1
413	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4308	7.04933790786	1
414	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4116	1.00390202258	1
415	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru2959	1.6660340031099998	1
416	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3435	8.97371096901	1
417	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru2945	35.2842012933	1
418	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4573	14.520070172	1
419	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4576	17.1939719131	1
420	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4577	10.881552579700001	1
421	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4575	9.38773990908	1
422	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3431	4.71797456289	1
423	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4693	9.45449028675	1
424	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4692	24.4138334693	1
425	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4691	3.57669202496	1
426	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4697	5.9594455237099995	1
427	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4696	3.57669202496	1
428	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4699	21.6539310981	1
429	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4025	9.16551791679	0
430	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4598	16.0541554379	1
431	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4599	1.9834121666599998	1
432	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4590	1.76235965873	1
433	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4591	17.5940427153	1
434	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4592	1.9834121666599998	1
435	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4595	3.05325245519	1
436	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4596	1.9834121666599998	1
437	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4597	1.5404451957299998	1
438	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru2910	1.49815382939	1
439	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru2906	11.6345953769	0
440	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3375	3.0315082167500003	1
441	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4930	8.973710969019999	1
442	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4931	7.04933790786	1
443	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4936	2.37802197694	1
444	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4937	11.0668526105	1
445	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4934	1.70663305785	1
446	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4935	1.8214458293900002	1
447	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4626	4.91707550301	1
448	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4939	15.980550145999999	0
449	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3017	1.8185124749200001	1
450	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3012	8.939758551639999	1
451	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5435	2.0049223872799997	1
452	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4517	24.188641881	1
453	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4138	3.5809062283199995	1
454	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5127	16.9460776609	1
455	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5125	11.7694071793	1
456	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5122	1.77639052873	1
457	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5431	8.973710969019999	1
458	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5432	29.4646104221	1
459	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5430	33.3937837161	0
460	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5128	29.4646104221	1
461	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5129	3.65778894762	1
462	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4897	13.3385239149	1
463	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4899	24.823829702399998	1
464	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4061	4.69608209762	0
465	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4142	1.2675579608299998	1
466	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4140	3.23288444052	1
467	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4612	24.4138334693	1
468	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5150	20.9524649515	1
469	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3339	2.9343318641900002	1
470	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3338	8.97371096901	1
471	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3334	21.926662593099998	1
472	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3332	20.0677906995	1
473	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4529	6.00748617798	1
474	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4483	11.6345953769	1
475	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4521	10.250201880599999	1
476	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4523	4.25137628258	1
477	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4525	19.3897051607	1
478	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4705	2.83301459955	1
479	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4704	8.973710969019999	1
480	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4462	11.6345953769	1
481	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4464	1.5999099517299997	0
482	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4556	3.12721572653	1
483	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3348	8.939758551639999	1
484	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3349	15.9935547167	1
485	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3422	6.515149087509999	1
486	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3424	24.1080168518	1
487	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3427	3.92745616085	1
488	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3426	4.0487850855800005	1
489	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3340	1.8531510473400004	1
490	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3341	8.97371096901	1
491	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3342	1.83494614132	1
492	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4961	0.914411018919	1
493	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4962	12.9946010457	1
494	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4964	35.2842012933	1
495	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5009	1.12901488392	0
496	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5008	5.369623838350001	1
497	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5001	4.91707550301	1
498	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5002	3.23288444052	1
499	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5004	12.9946010456	1
500	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5006	20.9524649514	1
501	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3284	2.47247031382	1
502	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3287	4.93541794274	1
503	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3286	24.1030398222	1
504	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3281	1.7715733129	1
505	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3283	2.37097131526	1
506	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5437	23.9690910743	1
507	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3042	36.0224339317	1
508	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3041	1.9971096343299999	1
509	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3040	24.031011956700002	1
510	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4995	11.6345953769	1
511	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4997	11.0468327338	1
512	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4990	1.8836675751900003	1
513	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4991	15.0359094342	1
514	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4993	3.9126267115499997	1
515	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4999	12.9946010457	1
516	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4516	35.2842012933	1
517	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4567	8.121967776830001	1
518	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4561	1.77639052873	1
519	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4563	7.60516537682	1
520	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4562	35.2842012933	1
521	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4569	24.1030398222	1
522	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru2962	6.515149087509999	1
523	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru2961	34.9916833076	1
524	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru2966	10.498771022	1
525	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru2965	1.33086333216	1
526	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4032	1.3261453693799998	0
527	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru2969	3.5809062283199995	1
528	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4741	3.09809122408	1
529	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4740	38.1152439224	1
530	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4583	20.9524649515	1
531	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4581	7.92397998881	1
532	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4580	24.4138334693	1
533	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4586	1.6764044386899999	1
534	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4584	5.9594455237199995	1
535	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3068	8.93975855163	1
536	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3307	0.23406282975900003	1
537	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3300	8.97371096901	1
538	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3261	3.92745616085	1
539	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3260	10.250201880599999	1
540	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3267	2.2025225354599995	1
541	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3309	24.1080168518	1
542	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4738	29.4646104221	1
543	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4927	1.02827066636	1
544	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4921	7.1894072089	0
545	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4634	2.64902561256	1
546	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4636	5.4969791811699995	1
547	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4733	32.007976387199996	1
548	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4929	2.83301459955	1
549	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4735	20.6987631093	1
550	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4737	2.93433186418	1
551	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3359	5.65834609599	1
552	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3418	2.37802197694	1
553	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3411	25.435683990999998	1
554	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3416	3.92745616085	1
555	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3417	2.64902561256	1
556	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3009	1.8185124749200001	1
557	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru2926	2.2082107666299997	1
558	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3007	17.1939719131	1
559	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3006	20.0677906995	1
560	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3005	8.97371096901	1
561	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3351	3.92745616085	1
562	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4952	9.165517916779999	1
563	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3350	4.25679844232	1
564	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4954	24.4138334694	1
565	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4955	7.2170504300600005	1
566	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3033	5.537454664609999	1
567	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5130	24.823829702399998	1
568	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5133	2.64902561255	1
569	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5031	35.2842012933	1
570	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5425	33.3937837161	1
571	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5033	5.9594455237199995	1
572	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5423	33.3937837161	1
573	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5038	36.416198255	1
574	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3354	1.26516197876	1
575	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5429	2.17484778096	1
576	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4095	24.4138334694	1
577	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4611	16.8354276923	1
578	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4321	5.65834609599	1
579	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4075	4.01962649637	1
580	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5447	9.38773990908	1
581	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4070	11.8245075365	1
582	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5446	24.4138334694	1
583	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4079	38.1152439224	0
584	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4617	65.109726835	1
585	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4946	3.12721572653	1
586	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4944	13.073873671800001	1
587	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3266	14.389221140899998	1
588	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4616	16.8150813597	0
589	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4496	0.42892593885200003	0
590	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4558	15.9935547167	1
591	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4559	8.93975855163	1
592	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4492	1.33086333216	1
593	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4557	6.515149087519999	1
594	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4550	7.60516537682	1
595	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4551	3.23288444052	1
596	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4553	20.0677906995	1
597	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4983	7.5329032976	1
598	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4478	11.6345953769	1
599	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4601	4.93541794274	1
600	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4470	3.5809062283199995	1
601	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4916	2.64902561255	1
602	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4910	23.2886362504	1
603	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3983	12.9946010456	0
604	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru2925	0.44682184642800005	1
605	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru2921	4.93541794274	1
606	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru2920	11.8245075365	1
607	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4609	36.416198255	1
608	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru2935	2.9343318641900002	1
609	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4918	19.7140247624	1
610	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4600	4.03421223125	1
611	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4915	9.16551791679	1
612	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4602	24.1080168518	1
613	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4604	7.2170504300600005	1
614	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5444	7.04933790786	1
615	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5079	2.06991772636	1
616	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5075	9.38773990908	1
617	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5070	1.7779655120200002	1
618	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5072	38.1152439224	1
619	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4734	36.416198255	1
620	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5100	11.26608443	1
621	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5101	11.6345953769	1
622	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5104	35.2842012933	0
623	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5105	4.67052811116	1
624	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5107	17.3414314023	1
625	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5108	17.3414314023	1
626	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5109	17.3414314023	1
627	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5454	1.7779655120200002	1
628	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5455	2.0049223872799997	1
629	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5450	4.25137628258	1
630	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3388	8.973710969019999	1
631	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3386	3.22345639069	1
632	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3387	15.721768533099999	1
633	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3381	11.6345953769	1
634	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3382	4.0487850855800005	1
635	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4579	41.5776361383	1
636	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4489	9.05936374388	1
637	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru2956	11.8245075365	1
638	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru2955	2.6920536104400004	1
639	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru2952	11.6345953769	1
640	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru2953	11.7694071793	1
641	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru2950	2.6920536104400004	1
642	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4002	1.11706609768	1
643	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru2972	24.1080168518	1
644	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru2973	2.0983463888599996	1
645	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3975	2.2025225354599995	1
646	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4708	11.6345953769	1
647	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3311	3.92745616085	1
648	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4133	3.92745616085	1
649	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3253	17.1939719131	1
650	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3319	2.6305241708700002	1
651	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3318	2.6920536104500004	1
652	Peru	lineage4	RIFAMPICIN/RIFABUTIN	SAMEA3558213	19.6398221763	1
653	Peru	lineage4	RIFAMPICIN/RIFABUTIN	SAMEA3558217	11.6345953769	1
654	Peru	lineage4	RIFAMPICIN/RIFABUTIN	SAMEA3558216	19.2073030772	1
655	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4646	2.1253137846400003	1
656	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4723	8.973710969019999	1
657	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4721	38.5884023612	1
658	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4727	1.4471802684600001	1
659	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4649	4.67052811116	1
660	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3402	11.6345953769	1
661	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3400	2.2417944499	1
662	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3406	13.073873671800001	1
663	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3405	11.0668526105	1
664	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5097	11.6345953769	1
665	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5095	8.973710969019999	1
666	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5092	7.140680226719999	1
667	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5093	20.9524649515	1
668	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3032	1.04745714674	1
669	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru4459	4.55383761433	1
670	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3031	1.83494614132	1
671	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3037	11.6345953769	1
672	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3370	1.13390242291	1
673	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3039	24.1080168518	1
674	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru3421	21.926662593099998	1
675	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5149	20.9524649515	1
676	Peru	lineage4	RIFAMPICIN/RIFABUTIN	Peru5413	15.9935547167	1
